metric,mean,method,i,dataset
r,0.4325832788973904,block,136,simulated
r2,0.18753454426390484,block,136,simulated
CCC,0.2732884413534055,KF,136,real
MAE,4.7118434975266625,KF,136,real
R2,0.0942481187082671,KF,136,real
RMSE,5.995481746010486,KF,136,real
RMSPE,0.12167330221843775,KF,136,real
RSR,0.9516044194431191,KF,136,real
r,0.3442093421764567,KF,136,real
r2,0.11945700403996314,KF,136,real
CCC,0.11499752576320355,block,136,real
MAE,5.240965384013761,block,136,real
R2,-0.1777344765515092,block,136,real
RMSE,6.646750426745293,block,136,real
RMSPE,0.13622349097500278,block,136,real
RSR,1.083719819264428,block,136,real
r,0.1488284532445614,block,136,real
r2,0.02463337397167804,block,136,real
CCC,0.5131877949391402,KF,137,simulated
MAE,1.0274909576226507,KF,137,simulated
R2,0.3535776309811835,KF,137,simulated
RMSE,1.2857743353471782,KF,137,simulated
RMSPE,25.664618879226254,KF,137,simulated
RSR,0.803463024485214,KF,137,simulated
r,0.6071409347388164,KF,137,simulated
r2,0.3704104701032895,KF,137,simulated
CCC,0.4397886924180667,block,137,simulated
MAE,1.0986355923736069,block,137,simulated
R2,0.24071846457221865,block,137,simulated
RMSE,1.3745209650914152,block,137,simulated
RMSPE,23.468963235232934,block,137,simulated
RSR,0.8644503282475955,block,137,simulated
r,0.5060346805597756,block,137,simulated
r2,0.2844257902855149,block,137,simulated
CCC,0.29535351250723035,KF,137,real
MAE,4.650063010235858,KF,137,real
R2,0.10385670209427844,KF,137,real
RMSE,5.948277673849077,KF,137,real
RMSPE,0.11994367174238248,KF,137,real
RSR,0.9461584686434876,KF,137,real
r,0.3686920225069077,KF,137,real
r2,0.13851461959240577,KF,137,real
CCC,0.114655546224334,block,137,real
MAE,5.260295339355272,block,137,real
R2,-0.17692194269023873,block,137,real
RMSE,6.650094218734833,block,137,real
RMSPE,0.13533004019283845,block,137,real
RSR,1.083593276618963,block,137,real
r,0.14563281241766923,block,137,real
r2,0.025819434648242833,block,137,real
CCC,0.4463670125088342,KF,138,simulated
MAE,1.348905917748321,KF,138,simulated
R2,0.2820057745269833,KF,138,simulated
RMSE,1.6770634118888872,KF,138,simulated
RMSPE,3.651993765539728,KF,138,simulated
RSR,0.8469584412132635,KF,138,simulated
r,0.5355015552296587,KF,138,simulated
r2,0.28833451204751964,KF,138,simulated
CCC,0.15015695265896042,block,138,simulated
MAE,1.6013223258320284,block,138,simulated
R2,-0.21813591095118445,block,138,simulated
RMSE,1.9990466492383294,block,138,simulated
RMSPE,7.92531421741369,block,138,simulated
RSR,1.1007813585495867,block,138,simulated
r,0.2367537914264302,block,138,simulated
r2,0.06841542076698737,block,138,simulated
CCC,0.26138653219941915,KF,138,real
MAE,4.833233366123622,KF,138,real
R2,0.05339302247496188,KF,138,real
RMSE,6.129304379756842,KF,138,real
RMSPE,0.12517171780345424,KF,138,real
RSR,0.97284454980846,KF,138,real
r,0.3206649202661001,KF,138,real
r2,0.10325723835488715,KF,138,real
CCC,0.11130407698801108,block,138,real
MAE,5.2399780814536365,block,138,real
R2,-0.1770657036498732,block,138,real
RMSE,6.648905582324107,block,138,real
RMSPE,0.13597752017678874,block,138,real
RSR,1.0835406009831783,block,138,real
r,0.1450333081860989,block,138,real
r2,0.023038590592092716,block,138,real
CCC,0.44546603744977187,KF,139,simulated
MAE,1.2086197787716522,KF,139,simulated
R2,0.28755632952042437,KF,139,simulated
RMSE,1.507815342789027,KF,139,simulated
RMSPE,17.171233016134355,KF,139,simulated
RSR,0.8438328554457138,KF,139,simulated
r,0.5439817838123844,KF,139,simulated
r2,0.29712560867906773,KF,139,simulated
CCC,0.20260132282864415,block,139,simulated
MAE,1.5262686134953398,block,139,simulated
R2,-0.22009678113576073,block,139,simulated
RMSE,1.8836609887267033,block,139,simulated
RMSPE,25.148603165600303,block,139,simulated
RSR,1.0978916643547008,block,139,simulated
r,0.3115773503023703,block,139,simulated
r2,0.10182837965464249,block,139,simulated
CCC,0.3054298937729185,KF,139,real
MAE,4.721310424061947,KF,139,real
R2,0.09620899147237712,KF,139,real
RMSE,5.965668683318995,KF,139,real
RMSPE,0.12003216526167167,KF,139,real
RSR,0.9505027060135092,KF,139,real
r,0.3729101605381652,KF,139,real
r2,0.13925774968651944,KF,139,real
CCC,0.1166365511275111,block,139,real
MAE,5.263733566213776,block,139,real
R2,-0.19007873780408305,block,139,real
RMSE,6.680311458462616,block,139,real
RMSPE,0.1364501952028771,block,139,real
RSR,1.0891569982627278,block,139,real
r,0.15229098017981155,block,139,real
r2,0.023726983313172245,block,139,real
CCC,0.4534153360590545,KF,140,simulated
MAE,1.1975990701211556,KF,140,simulated
R2,0.27796565456325245,KF,140,simulated
RMSE,1.4825915177826259,KF,140,simulated
RMSPE,5.577945959107879,KF,140,simulated
RSR,0.848939988491627,KF,140,simulated
r,0.5371969475292504,KF,140,simulated
r2,0.29208765072369197,KF,140,simulated
CCC,0.2782739160837545,block,140,simulated
MAE,1.371335660977796,block,140,simulated
R2,-0.2272029044396111,block,140,simulated
RMSE,1.707629450707172,block,140,simulated
RMSPE,4.805039571599118,block,140,simulated
RSR,1.072729753854733,block,140,simulated
r,0.37598916020326545,block,140,simulated
r2,0.16779108319505753,block,140,simulated
CCC,0.2679285135239929,KF,140,real
MAE,4.681641910852787,KF,140,real
R2,0.0705519519890937,KF,140,real
RMSE,6.045132066713806,KF,140,real
RMSPE,0.12164840782628535,KF,140,real
RSR,0.964050229136603,KF,140,real
r,0.33788196400401244,KF,140,real
r2,0.11445224276187949,KF,140,real
CCC,0.13365473306901962,block,140,real
MAE,5.17333984657319,block,140,real
R2,-0.1522538951586138,block,140,real
RMSE,6.576181872685122,block,140,real
RMSPE,0.13455759469722922,block,140,real
RSR,1.072011369344512,block,140,real
r,0.1753932897516691,block,140,real
r2,0.03281695460103665,block,140,real
CCC,0.4382908952136613,KF,141,simulated
MAE,1.267792517830495,KF,141,simulated
R2,0.2488178329851254,KF,141,simulated
RMSE,1.6086496775889199,KF,141,simulated
RMSPE,33.25204586338733,KF,141,simulated
RSR,0.866669197395193,KF,141,simulated
r,0.5262008873365421,KF,141,simulated
r2,0.27705757502753164,KF,141,simulated
CCC,0.15161185104857108,block,141,simulated
MAE,1.517190264816908,block,141,simulated
R2,-0.22752987301051528,block,141,simulated
RMSE,1.8908987726421893,block,141,simulated
RMSPE,52.37275723112836,block,141,simulated
RSR,1.0989285503111021,block,141,simulated
r,0.2784138536388159,block,141,simulated
r2,0.0839509354912127,block,141,simulated
CCC,0.27300974977526155,KF,141,real
MAE,4.746069560617929,KF,141,real
R2,0.06558283950179074,KF,141,real
RMSE,6.085316345458549,KF,141,real
RMSPE,0.12306932880945805,KF,141,real
RSR,0.9658672570738673,KF,141,real
r,0.3347349151695624,KF,141,real
r2,0.11556045766486199,KF,141,real
CCC,0.12221565934190215,block,141,real
MAE,5.281287610730364,block,141,real
R2,-0.17816850603797332,block,141,real
RMSE,6.6441694508334175,block,141,real
RMSPE,0.13517058114018457,block,141,real
RSR,1.083720743147719,block,141,real
r,0.15618260442828538,block,141,real
r2,0.02656953239368347,block,141,real
CCC,0.4719447925909827,KF,142,simulated
MAE,1.071961224014167,KF,142,simulated
R2,0.28028391224702315,KF,142,simulated
RMSE,1.3590377864907577,KF,142,simulated
RMSPE,9.66939517559186,KF,142,simulated
RSR,0.8482276354808089,KF,142,simulated
r,0.5432448614448246,KF,142,simulated
r2,0.2956028734861845,KF,142,simulated
CCC,0.39991352419224885,block,142,simulated
MAE,1.082004849808945,block,142,simulated
R2,0.23565685813716195,block,142,simulated
RMSE,1.3755872814273606,block,142,simulated
RMSPE,9.846888284837654,block,142,simulated
RSR,0.8719529874493039,block,142,simulated
r,0.49063432376854627,block,142,simulated
r2,0.25449233272956295,block,142,simulated
CCC,0.2428124662066444,KF,142,real
MAE,4.88929129908423,KF,142,real
R2,0.01877238345312371,KF,142,real
RMSE,6.218423298752756,KF,142,real
RMSPE,0.1254177549017085,KF,142,real
RSR,0.9902360366414008,KF,142,real
r,0.2944473836864034,KF,142,real
r2,0.08773623025161319,KF,142,real
CCC,0.10989457673631259,block,142,real
MAE,5.2536175980864135,block,142,real
R2,-0.18131968512825422,block,142,real
RMSE,6.660892297317478,block,142,real
RMSPE,0.1360615192459831,block,142,real
RSR,1.085564762160324,block,142,real
r,0.14170110653693332,block,142,real
r2,0.023129353758295657,block,142,real
CCC,0.4855497060647178,KF,143,simulated
MAE,1.3138398439008594,KF,143,simulated
R2,0.3201846196564891,KF,143,simulated
RMSE,1.6247149007390076,KF,143,simulated
RMSPE,68.02979640249434,KF,143,simulated
RSR,0.8244828526835594,KF,143,simulated
r,0.572509610773727,KF,143,simulated
r2,0.32781823044029573,KF,143,simulated
CCC,0.28292372775001257,block,143,simulated
MAE,1.4499794022704913,block,143,simulated
R2,0.014519410954025388,block,143,simulated
RMSE,1.8192631175754552,block,143,simulated
RMSPE,78.47112466561934,block,143,simulated
RSR,0.9872602385665411,block,143,simulated
r,0.42056257518249685,block,143,simulated
r2,0.18280623979634528,block,143,simulated
CCC,0.2677255508095034,KF,143,real
MAE,4.717044786444116,KF,143,real
R2,0.06454009269274978,KF,143,real
RMSE,6.028570491203947,KF,143,real
RMSPE,0.1234237795172405,KF,143,real
RSR,0.9665606849077572,KF,143,real
r,0.33541804817152565,KF,143,real
r2,0.114062369799252,KF,143,real
CCC,0.12305994939564661,block,143,real
MAE,5.236787194867095,block,143,real
R2,-0.17432078544004348,block,143,real
RMSE,6.633134760345385,block,143,real
RMSPE,0.13574547433646164,block,143,real
RSR,1.0819779131458576,block,143,real
r,0.15918481944230312,block,143,real
r2,0.02879535285199697,block,143,real
CCC,0.5046774778386954,KF,144,simulated
MAE,1.1378333387156736,KF,144,simulated
R2,0.32347992885080745,KF,144,simulated
RMSE,1.399058958526697,KF,144,simulated
RMSPE,9.71701316499565,KF,144,simulated
RSR,0.8204453225778617,KF,144,simulated
r,0.5775101707581501,KF,144,simulated
r2,0.34090474262990916,KF,144,simulated
CCC,0.4387228399184669,block,144,simulated
MAE,1.190187669276156,block,144,simulated
R2,0.2603911823860429,block,144,simulated
RMSE,1.4512278532375869,block,144,simulated
RMSPE,14.958649354190799,block,144,simulated
RSR,0.8569592296720998,block,144,simulated
r,0.5088760227862186,block,144,simulated
r2,0.2746463910931472,block,144,simulated
CCC,0.2509689403684586,KF,144,real
MAE,4.816381741793084,KF,144,real
R2,0.03150737468572066,KF,144,real
RMSE,6.147579344183765,KF,144,real
RMSPE,0.12490302655507167,KF,144,real
RSR,0.9834661432776796,KF,144,real
r,0.31747641405538946,KF,144,real
r2,0.10425914658502329,KF,144,real
CCC,0.11871341192172191,block,144,real
MAE,5.261069359250581,block,144,real
R2,-0.1778187566022255,block,144,real
RMSE,6.654719794407484,block,144,real
RMSPE,0.1352067642179878,block,144,real
RSR,1.0840016123148024,block,144,real
r,0.151555424227292,block,144,real
r2,0.025030756115636894,block,144,real
CCC,0.4880157219150796,KF,145,simulated
MAE,1.1817184727906314,KF,145,simulated
R2,0.32199855187025384,KF,145,simulated
RMSE,1.4757843020675676,KF,145,simulated
RMSPE,6.7468593109218125,KF,145,simulated
RSR,0.8231370928947389,KF,145,simulated
r,0.584393259747419,KF,145,simulated
r2,0.34209638714692225,KF,145,simulated
CCC,0.3814535773383143,block,145,simulated
MAE,1.280276927173115,block,145,simulated
R2,0.20305823662611142,block,145,simulated
RMSE,1.5884007603809016,block,145,simulated
RMSPE,5.468266075200827,block,145,simulated
RSR,0.8902927203495405,block,145,simulated
r,0.4830428391153177,block,145,simulated
r2,0.24467407978636432,block,145,simulated
CCC,0.28560772084065505,KF,145,real
MAE,4.690225712712589,KF,145,real
R2,0.09751180328133657,KF,145,real
RMSE,5.963387449903956,KF,145,real
RMSPE,0.1195682771210373,KF,145,real
RSR,0.9487245966607413,KF,145,real
r,0.35924892188983076,KF,145,real
r2,0.13674434693810067,KF,145,real
CCC,0.12241974794164827,block,145,real
MAE,5.242163069392641,block,145,real
R2,-0.16564436389854573,block,145,real
RMSE,6.616716309746221,block,145,real
RMSPE,0.13486690080384284,block,145,real
RSR,1.0783216161453593,block,145,real
r,0.15702289523039167,block,145,real
r2,0.02703141703193124,block,145,real
CCC,0.38512358876415737,KF,146,simulated
MAE,1.1647795277966015,KF,146,simulated
R2,0.21772598959124403,KF,146,simulated
RMSE,1.4701615645386383,KF,146,simulated
RMSPE,15.093859544553828,KF,146,simulated
RSR,0.8837068821361571,KF,146,simulated
r,0.4754181692991876,KF,146,simulated
r2,0.2302671601051118,KF,146,simulated
CCC,0.3287643652556369,block,146,simulated
MAE,1.1993700273264054,block,146,simulated
R2,0.18219070327143957,block,146,simulated
RMSE,1.5002304647597036,block,146,simulated
RMSPE,16.684421703233763,block,146,simulated
RSR,0.9024002056902379,block,146,simulated
r,0.42398695642264533,block,146,simulated
r2,0.19374033374158542,block,146,simulated
CCC,0.2511198230781148,KF,146,real
MAE,4.877268375242525,KF,146,real
R2,0.04126400883331379,KF,146,real
RMSE,6.137054581896071,KF,146,real
RMSPE,0.12403394178843419,KF,146,real
RSR,0.9784817917914235,KF,146,real
r,0.31672821837551784,KF,146,real
r2,0.1024856749175332,KF,146,real
CCC,0.11241598227365081,block,146,real
MAE,5.295602219025097,block,146,real
R2,-0.19164425291160056,block,146,real
RMSE,6.6946303347084175,block,146,real
RMSPE,0.13627472814873734,block,146,real
RSR,1.090357750649485,block,146,real
r,0.14261193236272415,block,146,real
r2,0.02160910006756823,block,146,real
CCC,0.4757147800578212,KF,147,simulated
MAE,1.2743177889732367,KF,147,simulated
R2,0.2980040800696192,KF,147,simulated
RMSE,1.5768473800918557,KF,147,simulated
RMSPE,7.605777922048641,KF,147,simulated
RSR,0.8373673650493672,KF,147,simulated
r,0.5648544168373528,KF,147,simulated
r2,0.32030332979057663,KF,147,simulated
CCC,0.13865456543155488,block,147,simulated
MAE,1.6382228564107129,block,147,simulated
R2,-0.38216897834991675,block,147,simulated
RMSE,2.0583902825386864,block,147,simulated
RMSPE,8.986678956903432,block,147,simulated
RSR,1.1750440153119128,block,147,simulated
r,0.2064571938617754,block,147,simulated
r2,0.04800411257754972,block,147,simulated
CCC,0.26185878859298084,KF,147,real
MAE,4.773266872701934,KF,147,real
R2,0.05476327214148272,KF,147,real
RMSE,6.08998583838233,KF,147,real
RMSPE,0.12292080410240967,KF,147,real
RSR,0.971912735852667,KF,147,real
r,0.3271037981975446,KF,147,real
r2,0.10759745780808656,KF,147,real
CCC,0.1393642617154188,block,147,real
MAE,5.16871732506072,block,147,real
R2,-0.14439445666758152,block,147,real
RMSE,6.557423536233657,block,147,real
RMSPE,0.13387339848530644,block,147,real
RSR,1.068535664405833,block,147,real
r,0.18207153739200546,block,147,real
r2,0.03568807129669627,block,147,real
CCC,0.4221415970558063,KF,148,simulated
MAE,1.2606195175872812,KF,148,simulated
R2,0.2514475825312925,KF,148,simulated
RMSE,1.590945744770865,KF,148,simulated
RMSPE,8.17604384845896,KF,148,simulated
RSR,0.8647634898225801,KF,148,simulated
r,0.5060173638966031,KF,148,simulated
r2,0.25798176039396603,KF,148,simulated
CCC,0.11505700559364461,block,148,simulated
MAE,1.4878479691473983,block,148,simulated
R2,-0.1810423518649423,block,148,simulated
RMSE,1.8267004463482461,block,148,simulated
RMSPE,8.12708086328388,block,148,simulated
RSR,1.0817131092460046,block,148,simulated
r,0.19018574846181238,block,148,simulated
r2,0.03836095383748914,block,148,simulated
CCC,0.306287857649821,KF,148,real
MAE,4.612585002044669,KF,148,real
R2,0.11033703153288436,KF,148,real
RMSE,5.9110017478344465,KF,148,real
RMSPE,0.11982306445665393,KF,148,real
RSR,0.9422552777561309,KF,148,real
r,0.3793654571723804,KF,148,real
r2,0.1488404681725171,KF,148,real
CCC,0.10582940561763003,block,148,real
MAE,5.291424226501978,block,148,real
R2,-0.18254394385969927,block,148,real
RMSE,6.666015321826291,block,148,real
RMSPE,0.1367619135842683,block,148,real
RSR,1.0860221916506019,block,148,real
r,0.13920840082018449,block,148,real
r2,0.020512205474344358,block,148,real
CCC,0.39915663792580003,KF,149,simulated
MAE,1.1553257190987711,KF,149,simulated
R2,0.24793398619315396,KF,149,simulated
RMSE,1.4547341939708016,KF,149,simulated
RMSPE,7.458272758733898,KF,149,simulated
RSR,0.8665601165305983,KF,149,simulated
r,0.5021026185366301,KF,149,simulated
r2,0.2550515391461429,KF,149,simulated
CCC,0.3543245809128685,block,149,simulated
MAE,1.2147242727444312,block,149,simulated
R2,0.18444803083390263,block,149,simulated
RMSE,1.5106303297623889,block,149,simulated
RMSPE,12.074527119343882,block,149,simulated
RSR,0.9019976375319145,block,149,simulated
r,0.435969016496123,block,149,simulated
r2,0.19762486772395357,block,149,simulated
CCC,0.2688931081519749,KF,149,real
MAE,4.6611937037001505,KF,149,real
R2,0.07335760762458206,KF,149,real
RMSE,6.043080049623266,KF,149,real
RMSPE,0.1220489791615188,KF,149,real
RSR,0.9624425975719325,KF,149,real
r,0.33512698612775377,KF,149,real
r2,0.11331540380936835,KF,149,real
CCC,0.1154528252678858,block,149,real
MAE,5.268062281163174,block,149,real
R2,-0.17756727199911845,block,149,real
RMSE,6.650920482598916,block,149,real
RMSPE,0.13616100848587318,block,149,real
RSR,1.0838219877599875,block,149,real
r,0.14913641714640277,block,149,real
r2,0.023863093340439026,block,149,real
CCC,0.44630217195206406,KF,150,simulated
MAE,1.303787524066579,KF,150,simulated
R2,0.26619124690122736,KF,150,simulated
RMSE,1.5976491569670845,KF,150,simulated
RMSPE,99.2483187758134,KF,150,simulated
RSR,0.8558954757096404,KF,150,simulated
r,0.5294220177213386,KF,150,simulated
r2,0.2825213087467151,KF,150,simulated
CCC,0.19620818616013,block,150,simulated
MAE,1.5792931499370209,block,150,simulated
R2,-0.21218231145110558,block,150,simulated
RMSE,1.9085839707649008,block,150,simulated
RMSPE,31.737339661052648,block,150,simulated
RSR,1.094406680775971,block,150,simulated
r,0.3172650716223528,block,150,simulated
r2,0.10139864104039971,block,150,simulated
CCC,0.2701567935440239,KF,150,real
MAE,4.798129988622203,KF,150,real
R2,0.0738538185120019,KF,150,real
RMSE,6.053327758527651,KF,150,real
RMSPE,0.12189787123459574,KF,150,real
RSR,0.9616655741084502,KF,150,real
r,0.3368885068036964,KF,150,real
r2,0.11604122942033891,KF,150,real
CCC,0.11462464185681716,block,150,real
MAE,5.26237061590728,block,150,real
R2,-0.16634059399721757,block,150,real
RMSE,6.621739669163556,block,150,real
RMSPE,0.13533380943577006,block,150,real
RSR,1.0788144937984347,block,150,real
r,0.14828550106112495,block,150,real
r2,0.02528015848583264,block,150,real
CCC,0.4999825959863567,KF,151,simulated
MAE,1.217713761490505,KF,151,simulated
R2,0.31306822576617316,KF,151,simulated
RMSE,1.5088737613893908,KF,151,simulated
RMSPE,20.037743501877078,KF,151,simulated
RSR,0.8287192480709634,KF,151,simulated
r,0.5703493657674424,KF,151,simulated
r2,0.3255658155984057,KF,151,simulated
CCC,0.3608295125839285,block,151,simulated
MAE,1.308882403817717,block,151,simulated
R2,0.06219648805075798,block,151,simulated
RMSE,1.6414812467319073,block,151,simulated
RMSPE,6.414348366971488,block,151,simulated
RSR,0.9617018630355539,block,151,simulated
r,0.47028433273771236,block,151,simulated
r2,0.22215622110746833,block,151,simulated
CCC,0.2513700580267744,KF,151,real
MAE,4.793783396780352,KF,151,real
R2,0.052414754583682534,KF,151,real
RMSE,6.125814810605376,KF,151,real
RMSPE,0.12405651761550594,KF,151,real
RSR,0.9731163717628649,KF,151,real
r,0.31124195816241673,KF,151,real
r2,0.0989349583451185,KF,151,real
CCC,0.10989774740141504,block,151,real
MAE,5.267082346908674,block,151,real
R2,-0.18860038966255863,block,151,real
RMSE,6.676300448158432,block,151,real
RMSPE,0.13671217003022845,block,151,real
RSR,1.0886754438994144,block,151,real
r,0.13903842930266277,block,151,real
r2,0.02338205073820428,block,151,real
CCC,0.5176843051573503,KF,152,simulated
MAE,1.1944969150048719,KF,152,simulated
R2,0.3387956252986326,KF,152,simulated
RMSE,1.5169798488716355,KF,152,simulated
RMSPE,8.26294021155966,KF,152,simulated
RSR,0.8131209584494675,KF,152,simulated
r,0.5865432929030926,KF,152,simulated
r2,0.34411744096032654,KF,152,simulated
CCC,0.28568660658469663,block,152,simulated
MAE,1.3829191423727467,block,152,simulated
R2,-0.05280081339432544,block,152,simulated
RMSE,1.7608286640886488,block,152,simulated
RMSPE,3.7653552130682857,block,152,simulated
RSR,1.014124756767088,block,152,simulated
r,0.3753383132755637,block,152,simulated
r2,0.15911337564251304,block,152,simulated
CCC,0.28042867019474765,KF,152,real
MAE,4.726386873814367,KF,152,real
R2,0.06981497217715105,KF,152,real
RMSE,6.058762693396164,KF,152,real
RMSPE,0.12243988138258838,KF,152,real
RSR,0.9639822460669066,KF,152,real
r,0.34105493851664076,KF,152,real
r2,0.11859897522584921,KF,152,real
CCC,0.12398716345301634,block,152,real
MAE,5.221794234103154,block,152,real
R2,-0.15857101794487907,block,152,real
RMSE,6.589714681025558,block,152,real
RMSPE,0.13493944658082202,block,152,real
RSR,1.07466580152227,block,152,real
r,0.16275763759438092,block,152,real
r2,0.02755923736234665,block,152,real
CCC,0.5264764932616721,KF,153,simulated
MAE,1.2628525804466395,KF,153,simulated
R2,0.3498820758800208,KF,153,simulated
RMSE,1.5947429575784202,KF,153,simulated
RMSPE,4.220053004750654,KF,153,simulated
RSR,0.8055235565125202,KF,153,simulated
r,0.5941284127053225,KF,153,simulated
r2,0.35520890241758946,KF,153,simulated
CCC,0.1440734144774821,block,153,simulated
MAE,1.6305943798668363,block,153,simulated
R2,-0.2093568713888094,block,153,simulated
RMSE,1.9811926201437462,block,153,simulated
RMSPE,5.4526928818065175,block,153,simulated
RSR,1.0923549508275006,block,153,simulated
r,0.2491655975143288,block,153,simulated
r2,0.06211361856101152,block,153,simulated
CCC,0.25572361217097217,KF,153,real
MAE,4.81629006562149,KF,153,real
R2,0.055655724147291176,KF,153,real
RMSE,6.112039182627931,KF,153,real
RMSPE,0.1222742874685992,KF,153,real
RSR,0.9714671339178143,KF,153,real
r,0.31936860536396955,KF,153,real
r2,0.10422538555481924,KF,153,real
CCC,0.1403635675740655,block,153,real
MAE,5.196538209601893,block,153,real
R2,-0.15453907310568593,block,153,real
RMSE,6.570753788312974,block,153,real
RMSPE,0.13384565949629365,block,153,real
RSR,1.072390771795311,block,153,real
r,0.18225077592347935,block,153,real
r2,0.03484337529686333,block,153,real
CCC,0.3489579410620805,KF,154,simulated
MAE,1.3251014557200322,KF,154,simulated
R2,0.17519675737573126,KF,154,simulated
RMSE,1.6629252846986882,KF,154,simulated
RMSPE,6.246796793469032,KF,154,simulated
RSR,0.9078692517377974,KF,154,simulated
r,0.4405845922818166,KF,154,simulated
r2,0.19498554049761693,KF,154,simulated
CCC,0.12281810071746592,block,154,simulated
MAE,1.4808607910061802,block,154,simulated
R2,-0.13532195051353324,block,154,simulated
RMSE,1.8352491765647263,block,154,simulated
RMSPE,14.961478116237757,block,154,simulated
RSR,1.0592472561876767,block,154,simulated
r,0.20042519626060884,block,154,simulated
r2,0.04464813072609061,block,154,simulated
CCC,0.2987425998936998,KF,154,real
MAE,4.688676262676444,KF,154,real
R2,0.10153835163751664,KF,154,real
RMSE,5.961959744594069,KF,154,real
RMSPE,0.12199123562413035,KF,154,real
RSR,0.9473802386039232,KF,154,real
r,0.3690626655009171,KF,154,real
r2,0.1382696824998877,KF,154,real
CCC,0.12309464397929348,block,154,real
MAE,5.24001525625899,block,154,real
R2,-0.1669457121823378,block,154,real
RMSE,6.610462276678118,block,154,real
RMSPE,0.13501990425179788,block,154,real
RSR,1.0785014005177125,block,154,real
r,0.15852727236720274,block,154,real
r2,0.030457715858245218,block,154,real
CCC,0.47235605154571253,KF,155,simulated
MAE,1.3389520943014024,KF,155,simulated
R2,0.27058622099612567,KF,155,simulated
RMSE,1.6578728733500008,KF,155,simulated
RMSPE,11.875787232588971,KF,155,simulated
RSR,0.8536579552938495,KF,155,simulated
r,0.535597968349289,KF,155,simulated
r2,0.2877385783835739,KF,155,simulated
CCC,0.19612116235896093,block,155,simulated
MAE,1.5518287911810644,block,155,simulated
R2,-0.19552902690595578,block,155,simulated
RMSE,1.938537919656632,block,155,simulated
RMSPE,16.002864857824072,block,155,simulated
RSR,1.086155873198355,block,155,simulated
r,0.3079412053736224,block,155,simulated
r2,0.10814534716847239,block,155,simulated
CCC,0.2295163220782108,KF,155,real
MAE,4.8502952429657356,KF,155,real
R2,-0.0014928523417650312,KF,155,real
RMSE,6.282530725770499,KF,155,real
RMSPE,0.12718066569983116,KF,155,real
RSR,0.9999071349751879,KF,155,real
r,0.28255971338569835,KF,155,real
r2,0.0833974049204979,KF,155,real
CCC,0.12737166114547185,block,155,real
MAE,5.214417970014292,block,155,real
R2,-0.16123808931825154,block,155,real
RMSE,6.602080878206261,block,155,real
RMSPE,0.1346769446720056,block,155,real
RSR,1.0760959930001794,block,155,real
r,0.16566339360976176,block,155,real
r2,0.028871184574200376,block,155,real
CCC,0.4841082923414377,KF,156,simulated
MAE,1.353235571722734,KF,156,simulated
R2,0.2868394173196381,KF,156,simulated
RMSE,1.6551758116197144,KF,156,simulated
RMSPE,7.012779911141318,KF,156,simulated
RSR,0.8438013092842759,KF,156,simulated
r,0.5480409728039736,KF,156,simulated
r2,0.3022670834143219,KF,156,simulated
CCC,0.18343120756722722,block,156,simulated
MAE,1.5124918233647335,block,156,simulated
R2,-0.07447908306090949,block,156,simulated
RMSE,1.8777390599319574,block,156,simulated
RMSPE,7.644920779580551,block,156,simulated
RSR,1.031606109011294,block,156,simulated
r,0.27489815636769005,block,156,simulated
r2,0.08594336394290064,block,156,simulated
CCC,0.24646786131463538,KF,156,real
MAE,4.808279877201003,KF,156,real
R2,0.042620077796738376,KF,156,real
RMSE,6.1543367591751545,KF,156,real
RMSPE,0.12478745611742253,KF,156,real
RSR,0.9782119697342591,KF,156,real
r,0.30816166696256747,KF,156,real
r2,0.0956623645633848,KF,156,real
CCC,0.12312486023095741,block,156,real
MAE,5.256290897714621,block,156,real
R2,-0.17440474173491838,block,156,real
RMSE,6.634215379967426,block,156,real
RMSPE,0.13538756070519625,block,156,real
RSR,1.081921854477114,block,156,real
r,0.15841483275329035,block,156,real
r2,0.026476270758325066,block,156,real
CCC,0.45718825063937746,KF,157,simulated
MAE,1.0362516083803668,KF,157,simulated
R2,0.3076145105810788,KF,157,simulated
RMSE,1.3298573688418382,KF,157,simulated
RMSPE,26.930445021323028,KF,157,simulated
RSR,0.8318536493774834,KF,157,simulated
r,0.5639956230909645,KF,157,simulated
r2,0.31954409898121333,KF,157,simulated
CCC,0.2543724248663046,block,157,simulated
MAE,1.1577081407395466,block,157,simulated
R2,0.11915432603402765,block,157,simulated
RMSE,1.4860280883576307,block,157,simulated
RMSPE,58.485017926564154,block,157,simulated
RSR,0.9359323383057131,block,157,simulated
r,0.3172388302291647,block,157,simulated
r2,0.14559528587350998,block,157,simulated
CCC,0.2685328644331402,KF,157,real
MAE,4.78622063880017,KF,157,real
R2,0.06193382178521537,KF,157,real
RMSE,6.082375987295703,KF,157,real
RMSPE,0.12171312673834893,KF,157,real
RSR,0.9683214733429822,KF,157,real
r,0.33233439756767713,KF,157,real
r2,0.1109381318208524,KF,157,real
CCC,0.11221689888528148,block,157,real
MAE,5.284875175795507,block,157,real
R2,-0.18053765922389733,block,157,real
RMSE,6.66607565425774,block,157,real
RMSPE,0.13559805005217587,block,157,real
RSR,1.0854715719100343,block,157,real
r,0.14195904440336166,block,157,real
r2,0.02211332620091741,block,157,real
CCC,0.42151546962846637,KF,158,simulated
MAE,1.2542557594891344,KF,158,simulated
R2,0.2587461801131466,KF,158,simulated
