metric,mean,method,i,dataset
RMSE,0.9031153782805268,FS0_HT0,464,simulated
RMSPE,17.153529254425756,FS0_HT0,464,simulated
RSR,0.9987657123533188,FS0_HT0,464,simulated
r,0.3659115922954646,FS0_HT0,464,simulated
r2,0.15660017382171224,FS0_HT0,464,simulated
CCC,0.4191164245610556,FS0_HT1,464,simulated
MAE,0.6686225585172617,FS0_HT1,464,simulated
R2,0.18258621847806664,FS0_HT1,464,simulated
RMSE,0.8133789657501389,FS0_HT1,464,simulated
RMSPE,23.231891730984152,FS0_HT1,464,simulated
RSR,0.9013704496523637,FS0_HT1,464,simulated
r,0.5223319062840526,FS0_HT1,464,simulated
r2,0.2846292469743906,FS0_HT1,464,simulated
CCC,0.1302941723180095,FS1_HT0,464,simulated
MAE,0.8156652265356155,FS1_HT0,464,simulated
R2,-0.434287030911684,FS1_HT0,464,simulated
RMSE,1.0574365853787016,FS1_HT0,464,simulated
RMSPE,17.09417954661975,FS1_HT0,464,simulated
RSR,1.1816581891670488,FS1_HT0,464,simulated
r,0.1761334481311167,FS1_HT0,464,simulated
r2,0.05734687295445643,FS1_HT0,464,simulated
CCC,0.08151307526581397,FS1_HT1,464,simulated
MAE,0.7617574925292452,FS1_HT1,464,simulated
R2,-0.22938614020770992,FS1_HT1,464,simulated
RMSE,0.9893767929260244,FS1_HT1,464,simulated
RMSPE,14.89572774075064,FS1_HT1,464,simulated
RSR,1.1016454550525867,FS1_HT1,464,simulated
r,0.12861059393322585,FS1_HT1,464,simulated
r2,0.039779915852206256,FS1_HT1,464,simulated
CCC,0.27184333495115853,FS0_HT0,464,spectral
MAE,4.709811040168383,FS0_HT0,464,spectral
R2,0.06766928802469777,FS0_HT0,464,spectral
RMSE,6.003457933806666,FS0_HT0,464,spectral
RMSPE,0.12020235941835197,FS0_HT0,464,spectral
RSR,0.9644176761137896,FS0_HT0,464,spectral
r,0.3410123953852391,FS0_HT0,464,spectral
r2,0.11893951129522151,FS0_HT0,464,spectral
CCC,0.27443054279539275,FS0_HT1,464,spectral
MAE,4.759470432888351,FS0_HT1,464,spectral
R2,0.06509527773579919,FS0_HT1,464,spectral
RMSE,6.008152480499907,FS0_HT1,464,spectral
RMSPE,0.11976069535276782,FS0_HT1,464,spectral
RSR,0.965493802629403,FS0_HT1,464,spectral
r,0.3388684531883054,FS0_HT1,464,spectral
r2,0.11982302752019594,FS0_HT1,464,spectral
CCC,0.28022289663838096,FS1_HT0,464,spectral
MAE,4.676432035659774,FS1_HT0,464,spectral
R2,0.08685653139308118,FS1_HT0,464,spectral
RMSE,5.94121826164156,FS1_HT0,464,spectral
RMSPE,0.11954360032431625,FS1_HT0,464,spectral
RSR,0.9541778253563977,FS1_HT0,464,spectral
r,0.3517532120575309,FS1_HT0,464,spectral
r2,0.13008014337593393,FS1_HT0,464,spectral
CCC,0.28171659442613173,FS1_HT1,464,spectral
MAE,4.668590519795547,FS1_HT1,464,spectral
R2,0.08177207863892662,FS1_HT1,464,spectral
RMSE,5.954068346353185,FS1_HT1,464,spectral
RMSPE,0.11908045954151489,FS1_HT1,464,spectral
RSR,0.9567510600723294,FS1_HT1,464,spectral
r,0.35452298471551824,FS1_HT1,464,spectral
r2,0.13051939553932768,FS1_HT1,464,spectral
CCC,0.25253044438641326,FS0_HT0,465,simulated
MAE,0.798956371559352,FS0_HT0,465,simulated
R2,-0.21396649372539667,FS0_HT0,465,simulated
RMSE,0.9784529607499722,FS0_HT0,465,simulated
RMSPE,8.912427942537917,FS0_HT0,465,simulated
RSR,1.088658642763019,FS0_HT0,465,simulated
r,0.3423308665435033,FS0_HT0,465,simulated
r2,0.12689743003365062,FS0_HT0,465,simulated
CCC,0.1679115275950991,FS0_HT1,465,simulated
MAE,0.8244699614467013,FS0_HT1,465,simulated
R2,-0.6402359139789742,FS0_HT1,465,simulated
RMSE,1.0206398150490141,FS0_HT1,465,simulated
RMSPE,6.491572534174243,FS0_HT1,465,simulated
RSR,1.1947242964879046,FS0_HT1,465,simulated
r,0.3023654884399779,FS0_HT1,465,simulated
r2,0.15191905393202354,FS0_HT1,465,simulated
CCC,-0.09910524825630594,FS1_HT0,465,simulated
MAE,0.944205307662686,FS1_HT0,465,simulated
R2,-0.8284274642621551,FS1_HT0,465,simulated
RMSE,1.1493864700778726,FS1_HT0,465,simulated
RMSPE,7.892170924455442,FS1_HT0,465,simulated
RSR,1.3064093373183923,FS1_HT0,465,simulated
r,-0.11354787898740364,FS1_HT0,465,simulated
r2,0.06260711304720155,FS1_HT0,465,simulated
CCC,-0.0057790684721535975,FS1_HT1,465,simulated
MAE,0.8452034620331276,FS1_HT1,465,simulated
R2,-0.4264594672999613,FS1_HT1,465,simulated
RMSE,1.0621172900661435,FS1_HT1,465,simulated
RMSPE,6.7931001983716275,FS1_HT1,465,simulated
RSR,1.179294713379325,FS1_HT1,465,simulated
r,-0.01468488988324998,FS1_HT1,465,simulated
r2,0.046784580290587977,FS1_HT1,465,simulated
CCC,0.30318370435985115,FS0_HT0,465,spectral
MAE,4.732135973187722,FS0_HT0,465,spectral
R2,0.041149196613841976,FS0_HT0,465,spectral
RMSE,6.065564534688434,FS0_HT0,465,spectral
RMSPE,0.12169063271288258,FS0_HT0,465,spectral
RSR,0.9759863224272456,FS0_HT0,465,spectral
r,0.3634496498095954,FS0_HT0,465,spectral
r2,0.13646595890595625,FS0_HT0,465,spectral
CCC,0.2775873637248988,FS0_HT1,465,spectral
MAE,4.687560140638228,FS0_HT1,465,spectral
R2,0.08083850404931958,FS0_HT1,465,spectral
RMSE,5.96338771301346,FS0_HT1,465,spectral
RMSPE,0.12056163674938603,FS0_HT1,465,spectral
RSR,0.9585626013810623,FS0_HT1,465,spectral
r,0.34850640045162273,FS0_HT1,465,spectral
r2,0.12435499001048264,FS0_HT1,465,spectral
CCC,0.243671605444809,FS1_HT0,465,spectral
MAE,4.8078605499774225,FS1_HT0,465,spectral
R2,0.041550148897970554,FS1_HT0,465,spectral
RMSE,6.085542610100015,FS1_HT0,465,spectral
RMSPE,0.1223483180419912,FS1_HT0,465,spectral
RSR,0.9787344381508195,FS1_HT0,465,spectral
r,0.30808321665179567,FS1_HT0,465,spectral
r2,0.09700121617349439,FS1_HT0,465,spectral
CCC,0.25418535871921505,FS1_HT1,465,spectral
MAE,4.695060730348066,FS1_HT1,465,spectral
R2,0.0776568260715275,FS1_HT1,465,spectral
RMSE,5.979850350830519,FS1_HT1,465,spectral
RMSPE,0.12035907325450783,FS1_HT1,465,spectral
RSR,0.9600018814988669,FS1_HT1,465,spectral
r,0.3295162599726369,FS1_HT1,465,spectral
r2,0.11194554033421152,FS1_HT1,465,spectral
CCC,0.45546610741576715,FS0_HT0,466,simulated
MAE,0.5926460662541084,FS0_HT0,466,simulated
R2,0.16356462382890724,FS0_HT0,466,simulated
RMSE,0.7353914929898446,FS0_HT0,466,simulated
RMSPE,3.3468258638830712,FS0_HT0,466,simulated
RSR,0.9037962016209008,FS0_HT0,466,simulated
r,0.5982839027362056,FS0_HT0,466,simulated
r2,0.3769674082163265,FS0_HT0,466,simulated
CCC,0.4298115434248997,FS0_HT1,466,simulated
MAE,0.6114604631669425,FS0_HT1,466,simulated
R2,0.05808307820037042,FS0_HT1,466,simulated
RMSE,0.7883912323641072,FS0_HT1,466,simulated
RMSPE,3.9566145162372557,FS0_HT1,466,simulated
RSR,0.958977839908733,FS0_HT1,466,simulated
r,0.5328843400939653,FS0_HT1,466,simulated
r2,0.3161338125832704,FS0_HT1,466,simulated
CCC,0.099524976779565,FS1_HT0,466,simulated
MAE,0.7712244176038799,FS1_HT0,466,simulated
R2,-0.48773712760646004,FS1_HT0,466,simulated
RMSE,0.9708825592152465,FS1_HT0,466,simulated
RMSPE,3.7263511231620305,FS1_HT0,466,simulated
RSR,1.2042027713150407,FS1_HT0,466,simulated
r,0.15473283253398265,FS1_HT0,466,simulated
r2,0.07175151950318628,FS1_HT0,466,simulated
CCC,0.0509266414386215,FS1_HT1,466,simulated
MAE,0.7624553064529082,FS1_HT1,466,simulated
R2,-0.42040835626217066,FS1_HT1,466,simulated
RMSE,0.955646381455338,FS1_HT1,466,simulated
RMSPE,4.409874614080972,FS1_HT1,466,simulated
RSR,1.1844525219505204,FS1_HT1,466,simulated
r,0.08214756519288616,FS1_HT1,466,simulated
r2,0.046867404165852354,FS1_HT1,466,simulated
CCC,0.2658388744889034,FS0_HT0,466,spectral
MAE,4.738729113498817,FS0_HT0,466,spectral
R2,0.06750298480365031,FS0_HT0,466,spectral
RMSE,6.04887746346036,FS0_HT0,466,spectral
RMSPE,0.12210708737790876,FS0_HT0,466,spectral
RSR,0.9643614381975845,FS0_HT0,466,spectral
r,0.3247282141804454,FS0_HT0,466,spectral
r2,0.11660873313022906,FS0_HT0,466,spectral
CCC,0.24533871740748125,FS0_HT1,466,spectral
MAE,4.739786296360023,FS0_HT1,466,spectral
R2,0.04644862280375197,FS0_HT1,466,spectral
RMSE,6.109112817133052,FS0_HT1,466,spectral
RMSPE,0.12301717724828191,FS0_HT1,466,spectral
RSR,0.9745384705162088,FS0_HT1,466,spectral
r,0.3069677709377993,FS0_HT1,466,spectral
r2,0.10737486835453329,FS0_HT1,466,spectral
CCC,0.2256324109868383,FS1_HT0,466,spectral
MAE,5.13897187957059,FS1_HT0,466,spectral
R2,-0.12041622065375715,FS1_HT0,466,spectral
RMSE,6.566753505116603,FS1_HT0,466,spectral
RMSPE,0.13049822608255074,FS1_HT0,466,spectral
RSR,1.0506489609994882,FS1_HT0,466,spectral
r,0.26884115441453116,FS1_HT0,466,spectral
r2,0.0866393540285205,FS1_HT0,466,spectral
CCC,0.24951289650777236,FS1_HT1,466,spectral
MAE,4.722274008427567,FS1_HT1,466,spectral
R2,0.06195663859864122,FS1_HT1,466,spectral
RMSE,6.073285562884702,FS1_HT1,466,spectral
RMSPE,0.12236222420090677,FS1_HT1,466,spectral
RSR,0.9672089261180353,FS1_HT1,466,spectral
r,0.3165343134616855,FS1_HT1,466,spectral
r2,0.10996040718207714,FS1_HT1,466,spectral
CCC,0.11871355568891447,FS0_HT0,467,simulated
MAE,0.7581904840674762,FS0_HT0,467,simulated
R2,-0.24040036168882534,FS0_HT0,467,simulated
RMSE,0.941899304005122,FS0_HT0,467,simulated
RMSPE,2.9618815409351282,FS0_HT0,467,simulated
RSR,1.0962738340864944,FS0_HT0,467,simulated
r,0.19383255665311863,FS0_HT0,467,simulated
r2,0.11461398221176242,FS0_HT0,467,simulated
CCC,0.3104728505760626,FS0_HT1,467,simulated
MAE,0.7156198011104971,FS0_HT1,467,simulated
R2,-0.016789101003782947,FS0_HT1,467,simulated
RMSE,0.854249640431801,FS0_HT1,467,simulated
RMSPE,3.4715958478821904,FS0_HT1,467,simulated
RSR,0.9961865444276377,FS0_HT1,467,simulated
r,0.3711811985976424,FS0_HT1,467,simulated
r2,0.19183941169594157,FS0_HT1,467,simulated
CCC,0.031777551994195616,FS1_HT0,467,simulated
MAE,0.7970774722931463,FS1_HT0,467,simulated
R2,-0.27807655513150836,FS1_HT0,467,simulated
RMSE,0.9821928555763044,FS1_HT0,467,simulated
RMSPE,2.7416347290586893,FS1_HT0,467,simulated
RSR,1.1274489666025729,FS1_HT0,467,simulated
r,0.039409294898000796,FS1_HT0,467,simulated
r2,0.011885853043517783,FS1_HT0,467,simulated
CCC,-0.038420305382899256,FS1_HT1,467,simulated
MAE,0.8204386077150427,FS1_HT1,467,simulated
R2,-0.3233963298295138,FS1_HT1,467,simulated
RMSE,1.0002245234367022,FS1_HT1,467,simulated
RMSPE,2.1850947361916573,FS1_HT1,467,simulated
RSR,1.1467780103858192,FS1_HT1,467,simulated
r,-0.05206538212406466,FS1_HT1,467,simulated
r2,0.005852493282188337,FS1_HT1,467,simulated
CCC,0.29181003603745415,FS0_HT0,467,spectral
MAE,4.761468220771092,FS0_HT0,467,spectral
R2,0.08328928829148838,FS0_HT0,467,spectral
RMSE,5.995897373849741,FS0_HT0,467,spectral
RMSPE,0.12063693844939541,FS0_HT0,467,spectral
RSR,0.956442309161169,FS0_HT0,467,spectral
r,0.35718932419409943,FS0_HT0,467,spectral
r2,0.1350756140302399,FS0_HT0,467,spectral
CCC,0.2871823499113725,FS0_HT1,467,spectral
MAE,4.760683363736187,FS0_HT1,467,spectral
R2,0.057069256529960755,FS0_HT1,467,spectral
RMSE,6.089138352727231,FS0_HT1,467,spectral
RMSPE,0.1219086541340538,FS0_HT1,467,spectral
RSR,0.970153220039658,FS0_HT1,467,spectral
r,0.3440431507596377,FS0_HT1,467,spectral
r2,0.12653655952220016,FS0_HT1,467,spectral
CCC,0.30528304779534293,FS1_HT0,467,spectral
MAE,4.625231664296962,FS1_HT0,467,spectral
R2,0.1168447475686136,FS1_HT0,467,spectral
RMSE,5.883793023163824,FS1_HT0,467,spectral
RMSPE,0.11914474140320856,FS1_HT0,467,spectral
RSR,0.9388750181350918,FS1_HT0,467,spectral
r,0.38705810626162884,FS1_HT0,467,spectral
r2,0.1562790818942263,FS1_HT0,467,spectral
CCC,0.2831220034052496,FS1_HT1,467,spectral
MAE,4.736609290421328,FS1_HT1,467,spectral
R2,0.07705553550724034,FS1_HT1,467,spectral
RMSE,6.003314143765674,FS1_HT1,467,spectral
RMSPE,0.12172346629926319,FS1_HT1,467,spectral
RSR,0.9587729962277546,FS1_HT1,467,spectral
r,0.3526220144241524,FS1_HT1,467,spectral
r2,0.13748580709625363,FS1_HT1,467,spectral
CCC,0.3860488992521396,FS0_HT0,468,simulated
MAE,0.6526532674216905,FS0_HT0,468,simulated
R2,0.19868477330719736,FS0_HT0,468,simulated
RMSE,0.768812984738685,FS0_HT0,468,simulated
RMSPE,10.532795760889574,FS0_HT0,468,simulated
RSR,0.8874811527492608,FS0_HT0,468,simulated
r,0.5210746836365509,FS0_HT0,468,simulated
r2,0.3171169879002405,FS0_HT0,468,simulated
CCC,0.35132938526189256,FS0_HT1,468,simulated
MAE,0.6547271591221778,FS0_HT1,468,simulated
R2,0.19632456663290865,FS0_HT1,468,simulated
RMSE,0.7727714746606476,FS0_HT1,468,simulated
RMSPE,8.024913539199966,FS0_HT1,468,simulated
RSR,0.8897495134513695,FS0_HT1,468,simulated
r,0.5154097273454289,FS0_HT1,468,simulated
r2,0.3134119132446072,FS0_HT1,468,simulated
CCC,-0.1272088242330056,FS1_HT0,468,simulated
MAE,0.8619690808649944,FS1_HT0,468,simulated
R2,-0.5689999079859077,FS1_HT0,468,simulated
RMSE,1.0866094307785759,FS1_HT0,468,simulated
RMSPE,12.68442999388689,FS1_HT0,468,simulated
RSR,1.2437566704696001,FS1_HT0,468,simulated
r,-0.15431483447489977,FS1_HT0,468,simulated
r2,0.08071126226752817,FS1_HT0,468,simulated
CCC,-0.06702482572643113,FS1_HT1,468,simulated
MAE,0.8317191771631025,FS1_HT1,468,simulated
R2,-0.2803213025859643,FS1_HT1,468,simulated
RMSE,0.9818350049954931,FS1_HT1,468,simulated
RMSPE,9.539395727336805,FS1_HT1,468,simulated
RSR,1.1268878517750238,FS1_HT1,468,simulated
r,-0.1108754794359657,FS1_HT1,468,simulated
r2,0.0727056122639593,FS1_HT1,468,simulated
CCC,0.26093913909011995,FS0_HT0,468,spectral
MAE,4.775694248333812,FS0_HT0,468,spectral
R2,0.045289351339411366,FS0_HT0,468,spectral
RMSE,6.09616987379199,FS0_HT0,468,spectral
RMSPE,0.12196395569941794,FS0_HT0,468,spectral
RSR,0.975558770008119,FS0_HT0,468,spectral
r,0.32273102420515853,FS0_HT0,468,spectral
r2,0.1166782963833265,FS0_HT0,468,spectral
CCC,0.27009866426218104,FS0_HT1,468,spectral
MAE,4.856114062701488,FS0_HT1,468,spectral
R2,-0.022196061108364362,FS0_HT1,468,spectral
RMSE,6.251332133545729,FS0_HT1,468,spectral
RMSPE,0.12413562435862821,FS0_HT1,468,spectral
RSR,1.0035564825451186,FS0_HT1,468,spectral
r,0.3304720557200648,FS0_HT1,468,spectral
r2,0.1228767477973404,FS0_HT1,468,spectral
CCC,0.26343427591079965,FS1_HT0,468,spectral
MAE,4.986960978344803,FS1_HT0,468,spectral
R2,-0.04969391047973413,FS1_HT0,468,spectral
RMSE,6.329493584593209,FS1_HT0,468,spectral
RMSPE,0.1258187851664141,FS1_HT0,468,spectral
RSR,1.0161396626654788,FS1_HT0,468,spectral
r,0.32184281826024863,FS1_HT0,468,spectral
r2,0.11768768419880689,FS1_HT0,468,spectral
CCC,0.2828272514789998,FS1_HT1,468,spectral
MAE,4.978629384526326,FS1_HT1,468,spectral
R2,0.005138793350547987,FS1_HT1,468,spectral
RMSE,6.233241025630148,FS1_HT1,468,spectral
RMSPE,0.1236039092411313,FS1_HT1,468,spectral
RSR,0.9961195892031937,FS1_HT1,468,spectral
r,0.3269571639696142,FS1_HT1,468,spectral
r2,0.11433852554924688,FS1_HT1,468,spectral
CCC,0.40094109106069514,FS0_HT0,469,simulated
MAE,0.8056099149799657,FS0_HT0,469,simulated
R2,0.1538589324128023,FS0_HT0,469,simulated
RMSE,0.9973727267122205,FS0_HT0,469,simulated
RMSPE,2.5027942476248386,FS0_HT0,469,simulated
RSR,0.9160601804437867,FS0_HT0,469,simulated
r,0.525704047232267,FS0_HT0,469,simulated
r2,0.28452144420349923,FS0_HT0,469,simulated
CCC,0.3778848428150188,FS0_HT1,469,simulated
MAE,0.8366272820643653,FS0_HT1,469,simulated
R2,0.02194341503950852,FS0_HT1,469,simulated
RMSE,1.0571114666125063,FS0_HT1,469,simulated
RMSPE,2.6849829830098897,FS0_HT1,469,simulated
RSR,0.9796987070672234,FS0_HT1,469,simulated
r,0.4943442872922745,FS0_HT1,469,simulated
r2,0.25530413043948263,FS0_HT1,469,simulated
CCC,-0.05067430677582167,FS1_HT0,469,simulated
MAE,1.1190959150203206,FS1_HT0,469,simulated
R2,-0.6710976120614124,FS1_HT0,469,simulated
RMSE,1.3779707201929665,FS1_HT0,469,simulated
RMSPE,3.486014424896763,FS1_HT0,469,simulated
RSR,1.280224821077811,FS1_HT0,469,simulated
r,-0.06473939441496415,FS1_HT0,469,simulated
r2,0.06248747128849193,FS1_HT0,469,simulated
CCC,-0.017004307537485535,FS1_HT1,469,simulated
MAE,1.0270963156432287,FS1_HT1,469,simulated
R2,-0.41585877137305116,FS1_HT1,469,simulated
RMSE,1.2748799747261912,FS1_HT1,469,simulated
RMSPE,2.803170629520446,FS1_HT1,469,simulated
RSR,1.181969333435299,FS1_HT1,469,simulated
r,-0.026350671862732062,FS1_HT1,469,simulated
r2,0.008574944535974391,FS1_HT1,469,simulated
CCC,0.23327024452977724,FS0_HT0,469,spectral
MAE,4.993307728636963,FS0_HT0,469,spectral
R2,-0.05660147626783481,FS0_HT0,469,spectral
RMSE,6.404620977517331,FS0_HT0,469,spectral
RMSPE,0.1285980357742109,FS0_HT0,469,spectral
RSR,1.0249058877566903,FS0_HT0,469,spectral
r,0.28154514993147023,FS0_HT0,469,spectral
r2,0.0856498783055615,FS0_HT0,469,spectral
CCC,0.26134528643877386,FS0_HT1,469,spectral
MAE,4.775986203755288,FS0_HT1,469,spectral
R2,0.047553011038630674,FS0_HT1,469,spectral
RMSE,6.070476510557858,FS0_HT1,469,spectral
RMSPE,0.12326213738477947,FS0_HT1,469,spectral
RSR,0.9729082404280801,FS0_HT1,469,spectral
r,0.3333532454041385,FS0_HT1,469,spectral
r2,0.12358161615301573,FS0_HT1,469,spectral
CCC,0.18050813286504813,FS1_HT0,469,spectral
MAE,5.277018387174444,FS1_HT0,469,spectral
R2,-0.2087135313376382,FS1_HT0,469,spectral
RMSE,6.870865741564811,FS1_HT0,469,spectral
RMSPE,0.1397422968307777,FS1_HT0,469,spectral
RSR,1.095289186669588,FS1_HT0,469,spectral
r,0.20790413492780915,FS1_HT0,469,spectral
r2,0.052214201252545236,FS1_HT0,469,spectral
CCC,0.19187790036325345,FS1_HT1,469,spectral
MAE,5.215637331791687,FS1_HT1,469,spectral
R2,-0.11106206059222538,FS1_HT1,469,spectral
RMSE,6.587972206880489,FS1_HT1,469,spectral
RMSPE,0.13349378091783648,FS1_HT1,469,spectral
RSR,1.0513867116294477,FS1_HT1,469,spectral
r,0.23055398512553,FS1_HT1,469,spectral
r2,0.05887231821709192,FS1_HT1,469,spectral
CCC,0.41507344608342694,FS0_HT0,470,simulated
MAE,0.7189819109301246,FS0_HT0,470,simulated
R2,0.15753941129472854,FS0_HT0,470,simulated
RMSE,0.8545603612952396,FS0_HT0,470,simulated
RMSPE,1.7761740613195698,FS0_HT0,470,simulated
RSR,0.9018481573686445,FS0_HT0,470,simulated
r,0.5526843726409745,FS0_HT0,470,simulated
r2,0.336112912385817,FS0_HT0,470,simulated
CCC,0.3848724244349284,FS0_HT1,470,simulated
MAE,0.7098374538009098,FS0_HT1,470,simulated
R2,0.16457534592893056,FS0_HT1,470,simulated
RMSE,0.8619162158289081,FS0_HT1,470,simulated
RMSPE,1.863987384961558,FS0_HT1,470,simulated
RSR,0.9037266920905909,FS0_HT1,470,simulated
r,0.5438236335467908,FS0_HT1,470,simulated
r2,0.3384090415697053,FS0_HT1,470,simulated
CCC,-0.00452434691859358,FS1_HT0,470,simulated
MAE,1.040977750049945,FS1_HT0,470,simulated
R2,-0.7691078550434294,FS1_HT0,470,simulated
RMSE,1.2434652208553088,FS1_HT0,470,simulated
RMSPE,4.80439258105899,FS1_HT0,470,simulated
RSR,1.302934297977662,FS1_HT0,470,simulated
r,0.0057067390876789584,FS1_HT0,470,simulated
r2,0.07614709906033754,FS1_HT0,470,simulated
CCC,-0.19438940817691455,FS1_HT1,470,simulated
MAE,1.0456167703863923,FS1_HT1,470,simulated
R2,-0.7498411992368006,FS1_HT1,470,simulated
RMSE,1.2760427305297597,FS1_HT1,470,simulated
RMSPE,3.761070903065682,FS1_HT1,470,simulated
RSR,1.3152045000881267,FS1_HT1,470,simulated
r,-0.256134458977568,FS1_HT1,470,simulated
r2,0.09647088570865558,FS1_HT1,470,simulated
CCC,0.2522978913947102,FS0_HT0,470,spectral
MAE,4.956993550752314,FS0_HT0,470,spectral
R2,-0.06480746393135908,FS0_HT0,470,spectral
RMSE,6.360259790635195,FS0_HT0,470,spectral
RMSPE,0.12763862696402106,FS0_HT0,470,spectral
RSR,1.0209218846805157,FS0_HT0,470,spectral
r,0.3066684998924251,FS0_HT0,470,spectral
r2,0.1135763445787787,FS0_HT0,470,spectral
CCC,0.2844685049059053,FS0_HT1,470,spectral
MAE,5.0906016868895305,FS0_HT1,470,spectral
R2,-0.0601835656709566,FS0_HT1,470,spectral
RMSE,6.418235301275959,FS0_HT1,470,spectral
RMSPE,0.1273803617127825,FS0_HT1,470,spectral
RSR,1.0277451752794948,FS0_HT1,470,spectral
r,0.3215792452753955,FS0_HT1,470,spectral
r2,0.10469184790636595,FS0_HT1,470,spectral
CCC,0.2887061196934548,FS1_HT0,470,spectral
MAE,4.900123534507745,FS1_HT0,470,spectral
R2,-0.05036957851491293,FS1_HT0,470,spectral
RMSE,6.311624890445856,FS1_HT0,470,spectral
RMSPE,0.12618790646623496,FS1_HT0,470,spectral
RSR,1.0162238852634815,FS1_HT0,470,spectral
r,0.33875743232794264,FS1_HT0,470,spectral
r2,0.12977957979068472,FS1_HT0,470,spectral
CCC,0.24455093484576085,FS1_HT1,470,spectral
MAE,4.749208013977898,FS1_HT1,470,spectral
R2,0.030872168317949013,FS1_HT1,470,spectral
RMSE,6.120910306594512,FS1_HT1,470,spectral
RMSPE,0.12493010285863579,FS1_HT1,470,spectral
RSR,0.9823193134852314,FS1_HT1,470,spectral
r,0.3065885794078042,FS1_HT1,470,spectral
r2,0.10871676557900993,FS1_HT1,470,spectral
CCC,0.4756786488192475,FS0_HT0,471,simulated
MAE,0.7186062884594213,FS0_HT0,471,simulated
R2,0.30040817389710145,FS0_HT0,471,simulated
RMSE,0.8553649306499593,FS0_HT0,471,simulated
RMSPE,5.319708477612628,FS0_HT0,471,simulated
RSR,0.832133719474507,FS0_HT0,471,simulated
r,0.6008206686659803,FS0_HT0,471,simulated
r2,0.37981096131879,FS0_HT0,471,simulated
CCC,0.4970662640507422,FS0_HT1,471,simulated
MAE,0.74226516419435,FS0_HT1,471,simulated
R2,0.21437916362235385,FS0_HT1,471,simulated
RMSE,0.9028406475215967,FS0_HT1,471,simulated
RMSPE,6.161068123264096,FS0_HT1,471,simulated
RSR,0.8815295272011229,FS0_HT1,471,simulated
r,0.577729327173855,FS0_HT1,471,simulated
r2,0.34296552463983254,FS0_HT1,471,simulated
CCC,0.36737482140889544,FS1_HT0,471,simulated
MAE,0.7415255073246714,FS1_HT0,471,simulated
R2,0.22227829177221983,FS1_HT0,471,simulated
RMSE,0.9021904471143681,FS1_HT0,471,simulated
RMSPE,5.173762424241373,FS1_HT0,471,simulated
RSR,0.8793921282505254,FS1_HT0,471,simulated
r,0.511468995353491,FS1_HT0,471,simulated
r2,0.2865402517633838,FS1_HT0,471,simulated
CCC,0.38522423890524743,FS1_HT1,471,simulated
MAE,0.7479724855745628,FS1_HT1,471,simulated
R2,0.21203020402602074,FS1_HT1,471,simulated
RMSE,0.9082004500029356,FS1_HT1,471,simulated
RMSPE,6.370248864020249,FS1_HT1,471,simulated
RSR,0.8843317330014366,FS1_HT1,471,simulated
r,0.49100640743373336,FS1_HT1,471,simulated
r2,0.2681686433898442,FS1_HT1,471,simulated
CCC,0.2894201801349729,FS0_HT0,471,spectral
MAE,4.691205908741557,FS0_HT0,471,spectral
R2,0.08269046246168779,FS0_HT0,471,spectral
RMSE,5.994678677479291,FS0_HT0,471,spectral
RMSPE,0.12040424279567585,FS0_HT0,471,spectral
RSR,0.9571997668647221,FS0_HT0,471,spectral
r,0.357252739882467,FS0_HT0,471,spectral
r2,0.1302301559297571,FS0_HT0,471,spectral
CCC,0.2559303524706722,FS0_HT1,471,spectral
MAE,4.934270180682615,FS0_HT1,471,spectral
R2,-0.031686273115734506,FS0_HT1,471,spectral
RMSE,6.338037784726666,FS0_HT1,471,spectral
RMSPE,0.1269013628345062,FS0_HT1,471,spectral
RSR,1.0111915113026,FS0_HT1,471,spectral
r,0.30711719507599955,FS0_HT1,471,spectral
r2,0.10450532227197826,FS0_HT1,471,spectral
CCC,0.29333453366199286,FS1_HT0,471,spectral
MAE,4.667969074290977,FS1_HT0,471,spectral
R2,0.10974390982194038,FS1_HT0,471,spectral
RMSE,5.911947330146553,FS1_HT0,471,spectral
RMSPE,0.11981331981596473,FS1_HT0,471,spectral
RSR,0.9430240957105402,FS1_HT0,471,spectral
r,0.3708108280340182,FS1_HT0,471,spectral
r2,0.1407600472054274,FS1_HT0,471,spectral
CCC,0.2748554791009755,FS1_HT1,471,spectral
MAE,4.87580915908867,FS1_HT1,471,spectral
R2,0.0003750338438102574,FS1_HT1,471,spectral
RMSE,6.19308674876915,FS1_HT1,471,spectral
RMSPE,0.12488518739968686,FS1_HT1,471,spectral
RSR,0.9943466730560736,FS1_HT1,471,spectral
r,0.3422274604325123,FS1_HT1,471,spectral
r2,0.12156787600226567,FS1_HT1,471,spectral
CCC,0.4526557928260809,FS0_HT0,472,simulated
MAE,0.7046677158741171,FS0_HT0,472,simulated
R2,0.2550562233197824,FS0_HT0,472,simulated
RMSE,0.8739797238492313,FS0_HT0,472,simulated
RMSPE,1.900090189849201,FS0_HT0,472,simulated
RSR,0.8601828803779101,FS0_HT0,472,simulated
r,0.6258839014752148,FS0_HT0,472,simulated
r2,0.4117578440904083,FS0_HT0,472,simulated
CCC,0.5212986491638256,FS0_HT1,472,simulated
MAE,0.6610520966730313,FS0_HT1,472,simulated
R2,0.3298403463440828,FS0_HT1,472,simulated
RMSE,0.8303980831113197,FS0_HT1,472,simulated
RMSPE,1.4633467017667623,FS0_HT1,472,simulated
